,konkani,label
1708,"कापणी बंद करतकच रोंपे वाडटले आनी तातूंत फुलां, फळां आनी बियां जातलीं.",negative
1709,आमी सुसेगाद देंवलीं.,positive
1710,देवी तांच्यो मागण्यो पुराय करता.,neutral
1711,हांतल्यान फिग्द ताचें काम योग्य रुपांन करूंक लागता.,positive
1712,जिणेंतली सगली खोस हांगा आसता.,positive
1713,हाणें लेगीत दूख उणें जाता.,positive
1714,"जाणटेल्यान सांगलें  म्हजो एकूच भुरगो आशिल्लो, तो तरणेपणांत कसल्या तरी दुयेंसान मेलो.",negative
1715,पयलींच्या नवदण्डीक आयचें  नांदेड  म्हणटात.,neutral
1716,थंयच जुलय ऑगस्टांत हो रोमांच स्वीस रुची सयत आसतलो.,positive
1717,विमानांतले यात्रेंत फकत इण्डियन एरलायन्स ५० प्रतिशें सूट कुड्ड्यांक दिता.,negative
1718,हाका लागून उत्पन्नूय चड मेळटा आनी किडे दुयेसांचे आक्रमणूय उणें जाता.,negative
1719,अठवाडिया देवूळ राधा-कृष्णाचें देवूळ.,positive
1720,खूब उदक पियेयात जाका लागून सदांच 2 ते 2 ते 2.5 लिटर मूत तयार जातलें.,neutral
1721,एक गँग सैनिकाचो आसा आनी दुसरो मास्टराचो म्हणजेच सतबीर गुज्जराचो आसा.,negative
1722,पंचरत्न कृतींत पाच रागांचो सुंदर मेळ आसता.,positive
1723,ह्या शक्‍तिक्रमांत 0 / 30 मेरेनूच कांय मुखेल वखदां मेळटात.,positive
1724,जर कोणूय दुसरो गाडी चलयता आसत जाल्यार सिटाचेर स्वताचे संतुळण दवरात.,neutral
1725,अशक्त दिसप.,negative
1726,सिद्धार्थाच्या बुद्धत्व प्राप्तीक आनी बौद्ध मताच्या प्रसाराक 2550 वर्सां जालीं.,neutral
1727,आतां नेरुदा विश्व पांवड्यार प्रासंगीक जालो आनी रविंद्रनाथ अप्रासंगीक.,negative
1728,वायरल आनी बारखूण लेगीत ह्या दिसांनी सामान्य त्रास.,negative
1729,ऊंच दोंगरांनी बर्फ विरगळिल्ल्यान हांगा थंड वारें मारपाक लागता.,negative
1730,ही दूख पयस करपी नव्यांतल्या नव्या तरांतली एक आनी सुसेग दिवपीय.,positive
1731,दुसरी मिरवणूक येवपाचो अदमास आयलो तेन्ना पुलिसांनी खरें रूप दाखयलें.,positive
1732,अलाउद्दीन खाँ हाणें स्वताची धूव अन्नपुर्णाक सुरबहाराची शिकवण दिली जी रोखडीच एक कुशळ संगित तज्ञा जाली.,positive
1733,विज्ञानाच्या ह्या युगांत ध्वनी प्रसारकाचो ( लावड स्पीकर ) वापर खूब सोंपो जालो.,neutral
1734,रक्ताचो उणाव जीवघेणो लेगीत जावं येता.,negative
1735,पॅडी क्युलस कॅपिरीसाच्या संक्रमणा पसून अरुंषिकाची विकृताय जाता.,neutral
1736,हाँगकाँगाक भोंवपाक तुमकां कसलीच आडखळ जावची ना.,negative
1737,भुरग्याक थंडी खंयच्याय कारणान जावं येता.,negative
1738,"शशकासन मानसीक दुयेंस, ताण, तिडक, किरकीर, राग, बी पयस करता.",negative
1739,बाळका खातीर योग्य अन्न कशे तरेचें आसचें ?,positive
1740,आज लेगीत थळावे लोक अगमकुव्यांत शितला देवीची पुजा अर्च्या करतात.,neutral
1741,हरशीं बाळंटेरा वेळार बायल सकयल्या भागाचेर नेट लावंक पावना.,negative
1742,देशाचे वांटणे उपरांत ताचो कुटुंब राजस्थानाच्या हनुमानगढ जिल्ल्यांत वशिल्लो.,neutral
1743,"शोक, दुख्ख, बी कारणांक लागून एकदम दूद सुकिल्ल्यान कॅमोमिला-30चो उपेग दिसाक 3 फावटीं करूंक जाय.",negative
1744,कांय दिसां मेरेन अशें केल्ल्यान मलावरोध पयस जातलो आनी आंबट धेंकर येवपाचे लेगीत बंद जातले.,negative
1745,"हाचे भायर उद्‍दीपक, रिलेक्सण्टस, वखदां, न्हिदेच्यो गुळयो लेगीत हें उणें करतात.",positive
1746,बि. पी एचांत. रातचें न्हिदपा वेळार उणें उदक पियेवपाचो सल्लो दितात.,negative
1747,बोटां वांकडी जातात.,neutral
1748,हाच्या उणावान दांत झरतात आनी कीड बी लागता.,negative
1749,शेवण्याक कांयच कळना जालें.,negative
1750,हे तरेन भारतांत प्रसारणाचें भांगराळें युग सुरू जालें.,positive
1751,नवविवाहितांक हनिमुना खातीर चिंडी आपरूप.,positive
1752,ऑटोजनिकाचो अर्थ म्हणल्यार आपले आपुणूच उत्पन्न जावपी.,neutral
1753,देखून भारतांतलें बाळक मृत्यू प्रमाण खूब वयर पावलां.,positive
1754,भाजयांचें श्रेणीकरण मनीसबळान ( हातान ) आनी मशिनांच्या आदारान करतात.,positive
1755,"खरें म्हणल्यार, कातीच्या  फ्रॅक्शनल अब्लेशन  लेटेस्ट टेक्नोलॉजी.",positive
1756,दृश्य आनी अंक विधान हाची खंयचीच योजना हातूंत आसना.,neutral
1757,स्वास घेवपांत त्रास जातात.,neutral
1758,भोंवडेकारां खातीर हांगाचें फूड उद्यानूय आकर्शणाचें केंद्र.,neutral
1759,इंडियन स्कूल ऑफ मार्शल आर्टसांत खूबशे ताडाचे पत्रेचेर बरयिल्ले ग्रंथ जतनायेन दवरल्यात.,positive
1760,आयज थंय ते दुख्खी घडणुकेची याद करून दिवपी यादस्तीक आसा.,negative
1761,न्हावन जातकच कोमल कपड्यान आंग पुसतालें.,negative
1762,ताची रावपाची सुवात बायसन लॉजांतूच आयज वानिकी संग्रहालय आसा.,neutral
1763,"खाजगी माटव , आखाडे , होटॅलां हातूंत लेगीत खूब प्रमाणांत प्रसारमाध्यमकार आसात.",positive
1764,शिमला सावन २ कि.मी. पयस आशिल्ली जाखू दोंगुल्ली पळोवपा सारकी आसा.,neutral
1765,"वांगडा, मासा खातीर चडश्या असल्या जनावरांची हत्या करतात जे पिडेस्त आसतात.",negative
1766,पांयांच्या मासपेशींनी जावपी ओडणीय जायती त्रासाची आसता.,negative
1767,वेगळ्या वेगळ्या तरांची देवळां हनुमान घारा सुवातेर आसात.,neutral
1768,तकलीफोड जावंक लागता.,negative
1769,दम्याच्या दुयेंसाचें निरसन -,neutral
1770,वातावरण शांत आसता.,positive
1771,"नाक व्हांवप, शिंको येवप, गळ्यांत खरखरप सारकिल्यो समस्या खुबूच सामान्य आसात.",negative
1772,"तवांगा सावन  लावू  , जंग , पार करून आमी जसवन्तगढ़ पावले.",neutral
1773,"खरें म्हणल्यार , काळोख जातकच राखणदार हांगाचे म्हामार्ग बंद करतात.",neutral
1774,"उसरान काय आसना , भारत सरकाराची नदर ह्या संग्रहालयाचेर पडल्या.",negative
1775,हाचे अपेक्षेंत बरे परिणाम लेगीत सामकार आयले.,positive
1776,वोल्या सुवातेर वचपा पसून टाळचें.,negative
1777,दादल्या भितरूय हें वयस्क दादल्यांक चड जाता.,positive
1778,नसबंदी करचे पयलीं ह्या संसर्गाचो उपचार गरजेचो.,neutral
1779,वयर सकयल दोंगुल्यो आनी व्हड देवदाराच्या झाडांनी ताका वेगळीच पिकनिकेची सुवात केल्या.,positive
1780,खूब येत्नां उपरांत दुयेंतीचो थोडोसो गू भायर सरता.,neutral
1781,"आर्थरायटसा कडेन संबंदीत खंयचेय समस्येक गरम उदकाचो उपचार स्नायूपेशींची दूख, सूज हांचे पसून सुसेग मेळटा.",negative
1782,हातूंत ९ १० प्रतिशें मेरेन पोटाश ( 2 ) आसता.,neutral
1783,हाची फुलां शोभे खातीर आसतात.,positive
1784,ज्वारीची सरासरी उत्पादकताय १९. ६ क्विण्टल प्रती हॅक्टर आसा.,negative
1785,सद्दां फळां खायात.,neutral
1786,पियुशिका ग्रंथी पसून कितल्याश्याच तरांचे अंतस्राव तयार जातात.,positive
1787,फुलां व्हड आकाराचीं आसतात.,positive
1788,तीं पुराय सोंपेपणां जाची कल्पना तुमच्यांनी संवसारांतल्या सगल्या बर्‍या होटॅलांनी करूं येता.,positive
1789,पूण म्हामंडळा वतीन केल्ली किरकोळ वेपाराची वाड दर २८ ते ३० % दर वर्सा आसा.,positive
1790,एड्स अशे तरेन पसरता.,negative
1791,दावो पांय उखलून फाटल्यान भुजंगासनाचे स्थितींत व्हरात.,neutral
1792,वत रोगाणुनाशक आसता.,neutral
1793,मलावरोध तसोच उरता.,neutral
1794,नर्मदा देगेच्या लोकजिणेचीं चित्रां काडटां.,neutral
1795,उदक उणें जायत वता.,negative
1796,दुयेंत सगलेच पडटात.,negative
1797,मोसम बदलतकच बारखुणूय जावंक ना.,negative
1798,ग्लेसियराचेर बर्फाचे जे पूल तयार जाल्ले आसतात ते लेगीत घट आसतात.,positive
1799,"बागांनी कितल्याश्याच तरांचीं फुलां , झाडां , मसाले आनी पाळां-मुळां पिकयतात.",positive
1800,ल्हानपणांत तो खूब चंचळ आनी हांसमूख सभावाचो आशिल्लो.,positive
1801,रंपाधार  सावन फुडें घातकी रस्तो आशिल्लो.,negative
1802,"बारखुणेन पिडिल्ल्या दुयेंतीक तकलेंत जडसाण, तकलीफोड आनी हल्को जोरूय येवं येता.",negative
1803,दोनूय भयानक आसात.,negative
1804,मार्जारासन पुल्मांव घटमूट करता.,positive
1805,मालीश करतना केंसांक तोंडा पसून आनी माने पसून वेगळे बांदून दवरात.,neutral
1806,दिसांतल्यान उण्यांत उणें दोन फावटीं न्हावपाक जाय.,negative
1807,हॅपटायटीस-ए आनी बी हांकां संयुक्त वासीन दोन तरांनी मेळटा.,positive
1808,आर्थर मिलरान ( तलश्शेरी ) वाठारांत क्रिकेट खेळाची वळख घडयली.,negative
1809,जर तो दुयेंत रोखडोच मुतूंक वचना तर लुगट पेड्ड्यार जाता.,neutral
1810,पावस झडिल्ल्यान शेतकारांचें मुखामळ फुलिल्लें आसा.,positive
1811,1683त हें संग्रहालय सामान्य लोकां नागरिकां खातीर उकतें केलें.,negative
1812,भाजयो सालाद अन्न पचोवन पोशक तत्व दितात आनी पोट लींप दवरतात.,positive
1813,बाळकाक थंडी जाल्यार घरगुती उपाय आपणायात.,negative
1814,हातूंत जिवनसत्व  सी  तशेंच पॅक्टीन खूब चड प्रमाणांत मेळटा.,positive
1815,बॅलाडॉना-30 : बरींनी असली दूख जशें तांकां कातरिल्ले वा सोलिल्ले वरी.,negative
1816,हाका लागून सुसेग मेळटा.,positive
1817,कोलकाता हें रेल्वेमार्गानूय सगल्या मुखेल शारां कडेन जोडलां.,neutral
1818,न्हीद बरी येता.,positive
1819,वाये पसून जाल्ल्या बिकांत भोंकाचे भायले वटेन फोड आसनात.,negative
1820,ताचो संसर्ग बरे तरेन सारको करतात.,positive
1821,एका नव्या अभ्यासांत मेळ्ळां की उच्च रक्तांतले साकरीन कॅन्सराचो घात वाडटा.,negative
1822,जर तुमकां भलायकेवंत रावपाक जाय जाल्यार धुम्रपानाक  ना  म्हणात.,positive
1823,"मोट्या भुरग्यां मदीं पचना संबंदीं समस्या लेगीत खूब आसात जशें अपचन, मलावरोध, बी हांची कागाळ आसता.",negative
1824,खोबरेल तेल म्हान सैमीक दुयेंस आडावपी आनी खुबश्या तरांनी कातीची राखण करता.,positive
1825,तो सांगता की तूं पिलो कितें वा हांव पिलो कितें गजाल तर एकच जाता.,neutral
1826,दादले झूज करतात.,negative
1827,गुगुळाचो उपेग वेगवेगळ्या रोगांचो उपचार करपाक करतात.,neutral
1828,पोट फुगिल्ले भशेन दिसता.,negative
1829,एनिमीक आशिल्ल्यान खूबश्यो समस्या येतात.,negative
1830,हाचे बरोबर पाचव्या आनी सुक्या चार्‍याची उपलब्धताय तशींच उरता.,negative
1831,संतुळीत जेवणां पसून संतुळीत भलायकी उरता.,positive
1832,सादूरकाय बाळगिल्यार कुंजूम दुर्‍यांत अपघात खूब कमी जातात.,negative
1833,जाल्यार आमी सकाळचें नाश्त्याच्या रुपान ताचे वयर चड भार घालतात.,neutral
1834,लवंगा सारकें हातूंत लेगीत जायत्या रोगां कडेन झुजपाची तांक आसता.,positive
1835,ह्या विसराळूपणाच्या उपचाराचे दिशेंत अमेरिकी विज्ञानिकांनी एक नवो मार्ग सोदून काडला.,neutral
1836,शिंयांत तुमचो मेंदू हे गजालीची सुचोवणी उणी दिता की तुमकां तान लागल्या.,negative
1837,पूण दोगांचीय भेट जावंक ना.,negative
1838,ताका लागून ह्या नगराचें धार्मीक म्हत्व केन्नाच उणें जावंक ना.,neutral
1839,धाडशी खेळाच्या रुपान जाल्यार हाका सामकी नवी घडणूक मानतले.,negative
1840,जांकां गोड्यामुताचें आसा कॉपर-टी तांणी लेगीत लावंक जायना.,neutral
1841,पावसांत जावपी पिडा.,neutral
1842,लक्ष्मण गिराचे उपरांत उल्लेखनीय नांव सेढू सिंहाचें.,positive
1843,सगळ्या तरेच्या लोखंडांक घडोवचें पयलीं तातूंत खुबशीं सुदारणां करची पडलीं.,positive
1844,संगडाह फामाद पर्यावरण रक्षक सर्गेस्त किंकरी देवी खातीर खास फामाद आसा.,positive
1845,आदीं अरूणाचल प्रदेशाक नॉर्थ इस्ट फ्रण्टियर एरिया ( नेफा ) ह्या नांवान वळखताले.,neutral
1846,"पुण्य तर आसाच , हरिद्वार भोंवडे वरवीं तुमच्यांनी मस्तीय पुराय तरेन करूं येता.",positive
1847,वागांक संरक्षण दिवपा खातीर कॉर्बेट राष्‍ट्रीय उद्यानांत वाग राखीव सुवात स्थापीत केल्या.,positive
1848,एनाफिलीस नांवाच्या मादी जळारा वरवीं मलेरिया पातळटा.,neutral
1849,हागतकच हें मलम बोटांनी भोंकांत घालपाक जाय.,neutral
1850,सवंगांनी शास्त्रीय नाटकांचो होच नान्दी पाठ कांय परिवर्तन स्वरूपांत सुरक्षीत आसता.,positive
1851,तातूंतलो  जेमू हिमखडो  ट्रॅकिंगाचे वाटे वयलो खास हिमखडो.,positive
1852,समितींनी कार्यकर्ता प्रबंधक मंडळ बी हांकां बरेंतरेन शिक्षीत आनी प्रशिक्षीत करपाक जाय.,positive
1853,सुमार 4500 फुटांचे उंचायेर ही मनभुलयणी दोंगरी सुवात येवप्यांचें मन भुलयता.,positive
1854,नाथमलजीची हवेली १९व्या शेंकड्याच्या उत्तरार्दांत बांदिल्ली.,negative
1855,आपल्या कुटुबां वांगडा मजा करात.,positive
1856,ह्रदयान्तर्वेश्टनाचे सुजींत दुयेंतीच्या काळजाची धडधड वाडटा.,negative
1857,शाम्पू घाले उपरांत कण्डिशनर लायात.,neutral
1858,तो वयल्यान धांपिल्लो आसता आनी तातूंत फकत चार भोंवडेकार बसूंक शकतात.,positive
1859,भुरगें दुयेंत जाल्यार कितें खावप बंद करपाक जाय ?,negative
1860,हे ट्रेनीची भोंवडी तुमी विसरूंक शकचे नात.,negative
1861,मानसीक रुपान अस्वस्थ आसल्यार लेगीत व्यक्‍तीक चड खावपाची प्रवृत्ती जाता.,neutral
1862,सिगार विडी ओडपाचें उणें जावपा खातीर तांची इत्सा जायनाच फुडें बडिशेप बी खावची.,neutral
1863,कांद्याचो उपेग केल्यार रक्ताचो प्रवाह सारको उरता.,positive
1864,"पूण ना , जामनगराची मसंड खुबूच शांत आनी सोबीत सुवात.",positive
1865,पोट फुगिल्ले भशेन दिसता.,negative
1866,"खरें म्हणल्यार जिनेवा सवाय सुवात न्हय , पूण स्वित्जरलेण्डांत कांय सवाय ना.",negative
1867,पुराय दिसाक उण्यांत उणें पांच फावटीं खाण खावचें.,negative
1868,सुमार 20 23 % लोह वेगळ्या वेगळ्या पेशीपुंजुल्ल्यांनी फॅरेटीन आनी हिमोसिड्रीन हाच्या रुपान सांठता.,neutral
1869,"आनी असल्यो बायलो, ज्यो काम लेगीत करतात, तांचे कडेन जाल्यार निश्चितूच वेळ उणो आसता.",positive
1870,सादे भाशेंत मनाच्या ह्या दुयेंसाक स्किझोफ्रेनियाक पिशेपणां लेगीत म्हणटात.,negative
1871,भारतांत आतां जायत्या राज्यांत तुळशीची वेवसायीक शेती करपाक लागल्यात.,positive
1872,मेवाड वाठारांतलें आहाड मुर्ती कलेचे नदरेंतल्यान म्हत्वपूर्ण आसा.,positive
1873,हे स्थितींत अर्द्या ते तीन मिणटां मेरेन रावूंक जाय.,neutral
1874,जोशीमठा सावन ट्रॅकींग करीत लेगीत औलीक पावूं येता.,neutral
1875,हाच्या दर माळ्यार पातळ नक्षिदार टोडे आनी वसर्‍यो तयार केल्यात.,positive
1876,टॅल्युरियम वखद दर अर्द्या वराच्या अंतरान दिवंक जाय.,negative
1877,हो रोंपो शितळ हवामानाच्या वलसाणिचो मोगी.,positive
1878,फळां तुमचो मूड टवटवीत दवरतलीं.,positive
1879,गर्मेंत माथ्याक मेथी लायिल्ल्यान मेंदवाक सुसेग मेळटा.,neutral
1880,एक होटॅल जें चलत आसता.,neutral
1881,नाखटां नेमान कापचीं.,neutral
1882,अर्जेन्टायनांतय व्हड बाजार उपलब्ध आशिल्ल्या कारणान चड मांसाचो ( ८५ % ) खप जाता.,positive
1883,आइजॉलाचें हवामान खूब बरें.,positive
1884,दोनय हातांत दोन भडक रंगाचो लेस बांदतात आनी सामुहीक नृत्य करतात.,positive
1885,मलावरोधाक लागून गू आंतकड्यांत अडकून कुसपाक लागता.,negative
1886,"रामबाग म्हणल्यार नेहरू पार्क , बौद्ध गोंपा आनी वनविहार लागींच आसात.",neutral
1887,अशा वेळार ताचे खातीर मोटेपणा पसून मुक्‍ती मेळोवप एक कठीण काम जाता.,negative
1888,झेलाच्या कुडक्यांनी जोर देंवता.,neutral
1889,डेरी शेतकार चड खर्च आनी दुधाचें देंवपी मोलाक लागून त्रासांत आसा.,negative
1890,डाळिंबाचो रोस नेमान पिल्यार पोटांतल्या दंताचो नाश जाता.,neutral
1891,ताजें शिजयिल्लें शीत जेवप फायद्याचें.,positive
1892,जाखू तेंगशेचेर वचपाक स्कॅन्डल पोयण्ट भोंवडेकारां खातीर राबित्याची सुवात.,positive
1893,अर्दशिंशेल चड करून २५ ५५ वर्साच्या पिरायेचेर जाता.,negative
1894,जोरो वाठार पर्वतारोहण आनी हायकिंगा खातीर उत्तम आसा.,positive
1895,ताचे उपरांत उदक पडटा.,neutral
1896,जंय मेरेन शक्य जातलें चडांत चड मानसीक ताणा पसून पयस रावात आनी शक्यतो सुसेग घेयात.,negative
1897,हाचे खातीर उजो लायल्यार लेगीत मुर्त्यो जळनाशिल्ल्यो.,negative
1898,पुस्तकांचो महाकुंभ म्हळ्यार विश्व पुस्तक प्रदर्शन २०१३ वर्सा हिंदीवाल्यांची हीच रड आशिल्ली.,negative
1899,जो समाज आपल्या दिसपट्टें जिणेंत घालतालो तोच भेस त्या वेळार आशिल्लो.,negative
1900,दोनांय भितरली झगडी सोंपली अशें ह्या देखाव्यांत दिसता.,negative
1901,"पामारोजा खातीर रेंवटाळा सावन दोमट माती जंय जल निकासाची फावोशी वेवस्था आसत, ती उपयुक्त आसता.",positive
1902,ल्हानपणा सावनूच ताका संगिताचो मोग आशिल्लो.,positive
1903,मनीस एक सामाजीक प्राणी आशिल्ल्यान एकमेकाचें सूख दुख्ख वाडटात.,positive
1904,लंडनांत रावपाच्यो सुवातो.,neutral
1905,बडयेच्या वयल्या तोंकार हॅण्डल लायिल्लें आसता.,positive
1906,आतां कित्याचीच खूण ना.,neutral
1907,शेतांचो आकार कमी जालो : प्रदेशांत शेतांचो आकारय चिंताजनक रुपांत कमी जाला.,negative
1908,एक फावटीं योग्य निदान जावपाचे स्थितींत सगल्यांत चड म्हत्वाची जापसालदारकी पालकांची आसता.,positive
1909,काळजाच्या मासपेशींक उणें रगत पावपाक वा मातूय रगत पावनासपाच्या कारणान काळजाचो आताक येता.,negative
1910,ट्रॅकिंगाची आवड आशिल्ले लोक हांगा आकर्शीत जातात.,positive
1911,दिसभर थकव्याची जाणविकाय म्हणल्यार त्रासच.,neutral
1912,हीच म्हजी सगल्यांत व्हडली सफळटाय.,positive
1913,कृत्रीम गोडसाणीचे जिनस खावचे न्हय.,negative
1914,"चडान चड फिल्मां हिंदी, तेलगू, तामीळ, कन्नड भाशांनी तयार करतात.",positive
1915,जांगडांच्या सांद्यांच्यो ग्रंथी सुजतात.,neutral
1916,फुगांव ( वॅरिसील ).,neutral
1917,दुयेंत दुबळो जाता.,negative
1918,"जाचें मुळांत मुखेलपणान संस्कृत , भारतीय कलेच्या शिक्षणाचो उद्देश आशिल्लो.",positive
1919,दीसभरांत चड उदक पियेवपाक जाय.,positive
1920,"बॅरियर क्रिमांत  झिंक ऑक्सायड वा पेट्रोलियम आसता, जें बाळकाची कात वलसाणी पसून वाटायता.",positive
1921,गोंयच्यो मनभुलयण्यो दर्यावेळो.,positive
1922,योग्य वेळार उपचार करून घेतल्यार कात करपप बरी लेगीत जाता.,positive
1923,कांय एन्जायम पेशींच्या द्रव्याक भितर भायर करपाचें काम करतात.,neutral
1924,पूण ह्यो शिमो आसतनाय जे लोक हो वेवसाय आपणायतात ते स्वताक प्रतिश्ठीत अशे लेखतात.,positive
1925,गांधीजीचे लोकप्रीयतायेचें गुपीत आशिल्लें तांची विनोदप्रियताय.,negative
1926,अशें केल्यार बरें की शिंयांत पांय सांबाळून दवरचे.,positive
1927,चेवंग चाव  इतिहासीक जुंव्याची पुर्विल्ली परंपरा आज लेगीत जिवीत आसात.,positive
1928,"हाचे उपरांत येता किशन गंज , खासा पोरणे दिल्लीचो आकार घेतिल्लें आनीक एक स्टेशन.",neutral
1929,बाजार करपा खातीर लाला आनी चौक बाजार हे आल्मोडाचे मुखेल बाजार.,positive
1930,हाका लागून फुलां रोखडींच जातात.,positive
1931,"एजोटोबॅक्टर रोंप्यांच्या पिकांत वाड करपी हॉर्मोनूय तयार करतात, जे पिकांच्या विकासांत सहयोगी आसतात.",positive
1932,बाणगंगा सुवातेरूच तांणी अर्जूना कडल्यान पियेवपा खातीर उदक मागिल्लें.,negative
1933,जर ह्या जुंव्याक एशियेचें होनोलुलू म्हणल्यार अतिताय जावची ना.,negative
1934,दर्यापातळे सावन हाची उंचाय 6861 मिटर म्हणल्यार 22510 फूट आसा.,neutral
1935,पर्यावरण पर्यटन म्हणल्यार कितें ?,neutral
1936,बाटल्यो वयर मेरेन पुराय भरच्यो न्हय हें मतींत दवरचें.,positive
1937,"खूब उण्यो असल्यो संदी येतात, जेन्ना तो आश्रम सोडून भायर सरता.",negative
1938,मुत्राशयाच्या संसर्गाक सिस्टायटीस म्हणटात.,negative
1939,घडये हेच खातीर हे गांवचें नांवूय देवलटांड पडलें.,neutral
1940,कोथमिरेच्या पिकाचेर ताच्या पेरणेच्या काळाचो खूब प्रभाव पडटा.,neutral
1941,कांय दिसां खातीर आपली दीसपट्टी दिसावळ बदलून पळोवपाक जाय.,neutral
1942,रणभुयेंत मेघनादान साडम्बर माया सीतेचो वध केल्लो.,neutral
1943,बनारसाच्या घांटाक पर्यटन सुवातां मदीं मुखेल सुवात आसा.,positive
1944,"अश्यो व्यक्‍ती जांचो रक्‍ताचो पांवडो ऊंच आसत, डायबिटीज फुटान पिडूं येतात.",negative
1945,शिडशिडीत आसपाचे आपलेच खाशेले फायदे आसतात.,positive
1946,हो दोनूय दोळ्यांचेर परिणाम करता.,negative
1947,हातूंत काश्मीराचे आपोल सगळ्यांत उत्तम जातीचें मानतात.,positive
1948,हातूंत भलायकी निर्देशक सामकोच काकुळटेचो.,negative
1949,फर्रुखाबाद वलिपूराच्या ओम प्रकाशान मेंथाचें शेतीची सुरवात केली.,neutral
1950,अली पर्वतमाळेक एलिशन नॅशनल फॉरेस्ट रिक्रिएशन एरिया ह्या नांवान वळखतात.,neutral
1951,हो खेळ खूब मन रिजोवपी आसता.,positive
1952,तशें हांगा आवय आसा पूण ताची उपस्थिती नांव खातीर आसा.,positive
1953,सिनेमा प्यासा पसूनच गुरू दत्त आनी वहिदा रहमानाचो असफळ मोग विशयाची सुरवात जाली.,negative
1954,सगळ्या जनावरांक नियमीत जेवणांत खनीज मिश्रण आनी मीठ दिवचें.,neutral
1955,जाणट्यां खातीर सुर्यान तापिल्लें केसरी उदक हें एक बरें टॉनीक.,positive
1956,"पूण एलर्जी, बारखूण, बी दुशीत धुंवर आनी धुल्ल हांचे पसून तयार जाता.",negative
1957,हय सम्मेलना उपरांत एक  ग्रॅण्ड टूर  दवरला ककाडू वाठाराचो.,positive
1958,निळें तेल लावप खूब फायद्याचें.,positive
1959,सुमार २० प्रतिशें नायट्रेट कुडींत वचून नायट्रोसॅमायनांत बदलता.,neutral
1960,खुबूच सोबीत सुवात.,positive
1961,वाझेलिनाचें सुर्यान चार्ज केल्लें वखद तांबड्या आनी निळ्या रंगांनी तयार करूं येता.,neutral
1962,होळये वेळार बोमाड्यांत जावपी दुखापती ह्यो सादारण आसात आनी सदांच ह्यो गंभीर आसतात.,negative
1963,विशाळ नेटवर्क आसा आनी अत्याधुनीक उपकरणांचो सुद्दा कांयच उणाव ना.,positive
1964,मुद्दम तपासचें.,neutral
1965,फिग्द वाडटा.,negative
1966,हांगा सावन चडटी आसा.,neutral
1967,खास करून चौबटियाक रुचीक आपोलांचे बागे खातीर वळखतात.,positive
1968,गरजे भायर आनी फालतू खरेदी करप.,negative
1969,आपोल खायात सदांच बळिश्ट आनी समर्थ रावात.,positive
1970,हाचे मदीं मदीं भूक उणी लागतली आनी गरजे भायर खावपा पसून वाटावतले.,negative
1971,पेरणे खातीर जितलो उशीर जाता तितलें उत्पादन अनुक्रमान घटत वता.,negative
1972,फावोश्या प्रमाणांत उदक पियेयात.,neutral
1973,सांद्यांच्या ( ज्वावण्ट्स ) संदर्भान मुखेल रुपान धोपरांच्या आनी कुल्यांच्या ओपेरेसांवाक आस्पावून घेतलां.,positive
1974,खाण पळोवन भूक वाडली.,positive
1975,भोववर्शी रोंपो आशिल्ल्या कारणान हें पीक ३ ४ वर्सां मेरेन फायद्याचें आसता.,neutral
1976,हाका लागून हेर लोकांक तांची स्थिती समजुपाक कठीण पडटा.,negative
1977,"घरगुती डिटर्जेंट, नितळसाणीचे रसायन आनी शांपू हाचें मुखेल कारक.",neutral
1978,हागवण तशेंच रक्ताचे हागवणेंत वापर केल्ल्यान खात्रीन सुसेग मेळटा.,negative
1979,हो जेवणाचो विसव 12 ते 1 हाचे मदीं घेवं येता.,neutral
1980,टोकोफॅन्रॅाल खंय मेळटा ?,neutral
1981,तुमच्या सगळ्या खुशालभरीत खिणांक वेंगायात जाणटेपणा खातीर हेच खीण सुंदर उशें तयार करतात.,positive
1982,दक्षीण अफ्रीका आनी केनाडाच्या लोकांचें प्रतिशें बिएमआय २९ मेळ्ळां.,negative
1983,जेन्ना तुमी हांसतात तेन्ना तुमच्यांनी मनाक सोंपेपणान वेगळावं येता.,positive
1984,जायरातींच्या सुंदर प्रस्तुतीकरणा खातीरूय आकर्शणांत वाड जाल्या.,positive
1985,1850 सावन स्कियिंग एका सर्तक खेळाच्या रुपांत वयर सरपाक लागलो.,neutral
1986,जर आलायते प्रेरणेची गरज आसा तर खंयच्याय चलपी गटांत वांटेकार जायात.,neutral
1987,अंधविश्वासाचें अज्ञान पयसावपाक लागलें तशेंच विवेक संमत विचारांचो विकास जालो.,negative
1988,दुयेंती किरकिरो जाता.,negative
1989,मेनीजीचें इंफेसांव दम्बी रक्तातल्यान जावपी आनी पित्तातल्यान जावपी अश्या दोन तरांचें आसता.,neutral
1990,जानकी तळयेची हरयाळीय पळोवपा सारकी आसा,neutral
