english,konkani,label
"After yesterday's royal bath, its condition will be like a battle ground today.",कालच्या शाही न्हाणा उपरांत ताची अवस्था जुंपिल्ले झुजाभुंये भशेन आसतली.,neutral
Agaricus-30 is beneficial in the symptoms of arousal and increased desire for hugs.,एगॅरीकस-30 वखद कामोत्तेजना आनी वेंगेंत घेवपाचे इत्शेची वाड जावपाच्या लक्षणांनी लाब करता.,positive
Agaricus-30 is given in the genitals for symptoms of excessive itching and restlessness.,एगॅरीकस-30 वखद जननांगांनी चडांत चड खाज आनी बेचैनी ह्या लक्षणांनी दितात.,negative
"Aged said ""I had a son, who died of an illness in youth.","जाणटेल्यान सांगलें  म्हजो एकूच भुरगो आशिल्लो, तो तरणेपणांत कसल्या तरी दुयेंसान मेलो.",negative
Agra and Taj Mahal have a special place in the history of India.,भारताच्या इतिहासांत आगराक आनी ताजमहालाक एक खास सुवात आसा.,positive
Agriculture and agriculture related activities have an important place in the Indian economy.,भारतीय अर्थवेवस्थेंत कृषी तशेंच कृषी कडेन संबंदींत आशिल्ल्या कार्यांचें महत्वपूर्ण स्थान आसा.,positive
Agriculture seems to be beset by the crisis the ecological changes taking place.,परिस्थितींत जावपी पूर्ण परिवर्तनांतल्यान शेत शेतकारीचे संकटांत घेरत आसा.,negative
Air service: Gwalior (119 km) and Khajuraho (170 km) are the nearest airports.,विमान सेवा : ग्वाल्हेर ( 119 किलोमिटर ) आनी खजुराहो ( 170 किलोमिटर ) हीं दोन विमानतळां.,neutral
"AIR terms of radio journalism programs they are important, including news element remains.",रेडियो पत्रकारितेच्या नदरेंतल्यान आकाशवाणीचे ते कार्यक्रम महत्वाचें आसा जातूंत समाचार तत्वां चड आसतात.,positive
Air Travel: Indian Airlines operates regular flights to Jammu and Srinagar / Leh.,"विमान भोंवडी : इण्डियन एरलायन्स , जम्मूक आनी श्रीनगराक / लेहाक वचपाक नेमान विमानां आसतात.",neutral
Aizawl also has tourist centers ranging from small and cheap hotels to tourists.,आयजॉलाक पर्यटकां खातीर ल्हान आनी सवाय होटॅलां धरून पर्यटक केंद्रांय आसात.,neutral
"Alauddin Khan, who gave his daughter's education surbahar Annapurna went soon Sngeetgya efficient.",अलाउद्दीन खाँ हाणें स्वताची धूव अन्नपुर्णाक सुरबहाराची शिकवण दिली जी रोखडीच एक कुशळ संगित तज्ञा जाली.,positive
"Alitalia Airlines or Eurofly airlines fly directly to Rome, the capital of Italy.",अलइटालिया एअरलायन्स वा युरोफ्लाय विमान सेवा सरळ इटलीचें राजपाटण रोम मेरेन उड्डाण करतात.,neutral
All cereals level of soil fertility in areas of growing is very low.,सगल्या मोटे धान्य पिकोवपी क्षेत्रांनी मातयेच्या सुपीकतायेचो स्तर खूब कमी आसा.,negative
All items are available at the right price at Mah Boon Krang Mall.,माह बून क्रांग मॉलांत सगल्यो वस्तू सारक्या मोलान मेळटात.,neutral
All its scenic spots are located in the central part of the city.,ताचीं सगलीं पळोवपा सारकीं स्थळां शाराच्या मुखेल वाठारांत आसात.,neutral
All nerves have to cross the mid-line and move to the other side.,येतल्या वतल्या सगल्या तंत्रिकांक मध्यरेखा हुपून दुसरे वटेन वच्चें पडटा.,negative
"All notifications, your customers by preparing reports or newspapers, radio, TV. Remits etc.","सगळ्यो सुचना, रिपोर्ट तयार करून आपल्या गिरायकांक म्हटल्यार समाचार पत्र, रेडियो, टी. वी. बी हांकां धाडटात.",neutral
"All such components are present here, which can tie tourists to their Mohapash.",अशीं समस्त आंगां हांगा अस्तित्वांत आसात जीं पर्यटकांक आपल्या जाळ्यांत घुसपावंक शकतात.,neutral
All the amenities you can imagine in the best hotels in the world.,तीं पुराय सोंपेपणां जाची कल्पना तुमच्यांनी संवसारांतल्या सगल्या बर्‍या होटॅलांनी करूं येता.,positive
All the appropriate functions are helpful for the digestive system and urinary system.,वयर दिल्ल्यो सगल्यो क्रिया पचन यंत्रणा आनी मूत संस्थेच्या रोग निवारणा खातीर ऊपेगी आसात.,positive
All the chambers were associated with a cold system built under the floor.,सगले कक्ष तिजुल्यां सकयल बांदिल्ले खंयचेय थंड वेवस्थे कडेन संबंदीत आशिल्ले.,neutral
All the hotels on Colombo to Gaul Highway are all towards the sea.,"कोलंबो सावन गॉल म्हामार्गार जितलींय होटॅलां आसात , सगलीं दर्या वटेन आसात.",neutral
"All the main actors worked amazing, be especially appreciated as Jimmy, is low.","सगल्या मुखेल कलाकारांनी अजापाचें काम केलां, चड करून जिमीची जितली तोखणाय करता तितली थोडीच.",positive
All the parts of the body with the Surya-Namaskar are affixed and neurological.,सुर्यनमस्कारान कुडीचे सगले भाग दरेक भाग घटमूट आनी भलायकेवंत जातात.,neutral
All these tastes not only affect our organs but also nourish these organs.,ह्या सगल्या सुवादांनी फकत आमचें आंगूच प्रभावीत जायना पूण ह्या भागांचें पोशण लेगीत जाता.,neutral
All those patients who are unable to digest 'milkor 'meatbenefit from this drug.,ते सगले दुयेंतीक हें वखद लाभ दिवपी आसता जे दूद वा मास पचोवपाक असमर्थ आसतात.,neutral
All types of meat and fish should also be counted in meat foods.,मास आशिल्ल्या खाणांनी दर तरेचें मास आनी नुस्तीं हांकां लेगीत आसपावंक जाय.,neutral
All we have to do is identify and avoid food that produces gas.,आमकां फकत इतलेंच करपाक जाय की असलें जेवण वळखुचें आनी टाळचें जें असली वाय निर्माण करता.,negative
Almora is famous for the clothes made from wool of the Angora rabbit.,अल्मोडा अंगोरा हें सोंशाचे काती पसून तयार केल्ल्या कपड्यां खातीर फामाद आसा.,neutral
Almost all learned author farce and do not present any distinction in drama.,चडशें सगळे विद्वान लेखक सवंग आनी नौटंकी हातूंत कसलेच वेगळेंपण प्रस्तूत करनात.,negative
"Along with cancerous skin, sometimes the lymph glands are also cut and removed.",कॅन्सर जाल्ल्या काती वांगडाच केन्ना केन्ना कंठस्थ ग्रंथीय कापून उडयतात.,negative
"Along with Deepawali, this reconciliation of New Year brings all the families closer.",दिवाळे वांगडा नव्या वर्साचो हो मेऴ सगल्या घरच्यांक चड लागीं हाडटा.,neutral
"Along with entertainment, knowledge of historical and religious tourism can also be found.",मनरिजवणे वांगडाच इतिहासीक आनी धार्मीक पर्यटनाचें गिन्यान लेगीत मेळूं येतां.,positive
"Along with getting the vaccine, the child should also be fed polio medicine.",वासीन करपा वांगडा भुरग्याक पोलियोचें वखद लेगीत पिवयतात.,neutral
"Along with the names of drinking medicines, you often read linctus, mixer, emulsion.","पियेवपाच्या वखदांच्या नांवां सयत तुमी चड करून लिंक्टस, मिक्सच्यर, इमल्शन वाचतात.",neutral
"Along with the ribs, this pain also occurs in the legs and knees.",बरीं वांगडाच ही दूख पांयांक आनी धोंपरांक लेगीत जाता.,negative
"Along with this, its demand in the domestic market is also increasing continuously.",हाचे वांगडाच देशीय बाजारांत लेगीत हाची मागणी सतत वाडत आसा.,negative
"Along with this, keep in mind the following things in your routine -",हेच बाराबर तुमचे दिनचर्येंत सकयल दिल्ल्यो गजाली लक्षांत दवरच्यो.,neutral
"Along with this, Kumdih Pump House, Check Dam is one of the sights.","हाचे बाराबर कुमडीह पम्प हावस चॅक धरण , बी ह्यो पळोवपा सारक्या सुवातांतल्यो कांय अश्यो.",neutral
"Along with this, symptoms like sweating or lack of breath can also occur.","हाचे वांगडा घाम येवप वा येना आसप, स्वास फुलप हांचे सारकिलीं लक्षणां लेगीत जावं येतात.",positive
"Along with this, very balanced and nutritious food is required on the mountains.",हाचे बाराबरूच दोंगरांचेर खुबूच संतुळीत आनी पुश्टीक जेवणाची गरज आसता.,neutral
"Along with this, warm cardamom milk helps in the production of pure blood.","हाचे वांगडा वेलचेचें गरम दूद, शुद्ध रगत तयार जावपाक मजत करता.",positive
Also both actors is hosted jointly by the fifth edition of 'Big Boss'.,हाचे खेरीज दोनांय अभिनेत्यांनी  बिग बॉसच्या  पांचव्या सुदारणाची संयुक्त रुपांतल्यान सरबराय केल्या.,neutral
"Also crops are changed according to climate, not climate, according to the crop.","हाचे शिवाय पीक हवामाना प्रमाणें बदलतात, पिका प्रमाणें हवामान बदलूंक शकना.",neutral
Also do not know exhaustion on shoes running continuous 50 plan to use.,असल्या जोत्यांचो उपेग करतकच सतत ५० पावला चलल्यार पसून पुरो जालां ते कळना.,positive
Also heavily dominated for many years in the broadcast industry's well-known multinational companies.,ह्या फामाद भोवराष्ट्रीय कंपनीचें लेगीत प्रसारण उद्देगांत जायत्या वर्सां मेरेन बरोच धाक उरलो.,neutral
Also held each day in the evening cultural program to entertain the farmers.,शेतकारांचें मनोरंजन करपा खातीर दर दिसा सांजचे सांस्कृतीक कार्यक्रमांचें आयोजन केलें.,positive
Also included as members of the movement were also used overtly American Pittuon.,हाचे खातीर आंदोलनांत सदस्यांच्या रुपान सामील आशिल्ल्या अमेरिकी बंद्यांचो लेगीत मेकळेपणान वापर केलो.,neutral
Also occur Koy additional gray and light gray to white cocoon in India.,भारतांत धवो कोकून सोडून स्लेटी आनी हलक्या मातयेकोर रंगाचे कोयेय मेळटात.,neutral
"Also through gardening, we can expedite the ongoing campaign to increase food security.",बागकाम करूनय आमी खाद्यान्न सुरक्षा वाडोवपा खातीर चलपी अभियानाक गती दिवंक शकतात.,positive
"Also, because of this, the woman has to completely depend on the man.",हाचे भायर ह्या कारणाक लागून बायलेक पुरायेन दादल्याचेर निंबून रावचें पडटा.,neutral
"Also, do not consume tea, coffee, carbonate beverages or at least in moderation.","वांगडाच च्या, काफी, कार्बोनेटेड पियेवपाचे पदार्थ, बी हांचें सेवन करचें न्हय वा उण्यांत उण्या प्रमाणांत करूंक जाय.",neutral
"Also, eat and eat radish and its leaves, it is useful in jaundice.","ते बाराबर मुळो आनी ताचीं पानां शिजोवन खायात, कामणीक बरें.",positive
"Also, in Alzheimer's, a chemical called  acetylcholinesterase 'in the brain also starts decreasing.",वांगडाच आल्झायमरांत मेंदवांतलें  एसीटायल कोलीनएस्टेरेज  नांवाचें रसायन लेगीत उणें जावंक लागता.,neutral
"Also, know the rules of insurance or loss compensation from the tour company.",तेच बाराबर यात्रा कंपनीं कडल्यान विमो वा लुकसाण भरपाय हांचे नेम लेगीत जाणा जायात.,negative
"Also, lighting was provided with 650 powerful sodium vapor lamps throughout the route.",वांगडाच पुराय मार्गार बळिश्ट अशे 650 सोडियम वेपर दिवे घालून उजवाडाची वेवस्था केल्या.,positive
"Also, problems like sun allergies, winters, insect allergies also appear in this season.","वांगडाच ह्या मोसमांत सन एलर्जी, विण्टरेज, इनसॅक्‍ट एलर्जी हांचे सारकिल्यो समस्या लेगीत दिसपाक लागतात.",negative
"Also, there is Balabhadra and Lord Jagannath's sister Subhadra Virajati in the temple.",वांगडाच देवळांत बलभद्र आनी भगवान जगन्नाथाची भयण सुभद्रा आसा.,neutral
"Also, this National Library has historical documents related to the history of India.",वांगडाच ह्या राष्‍ट्रीय पुस्तकालयांत भारताच्या इतिहासाच्या संदर्भांतले इतिहासीक कागदपत्रां आसात.,neutral
"Also, women forget to take care of themselves while taking care of others.",वांगडाच दुसर्‍यांची जतनाय घेता आसतना बायलो आपली जतनाय घेवपाक विसरतात.,positive
"Although asthma can occur at any age, but mostly it starts in childhood.","तशें अस्थमा खंयचेय पिरायेंत जावं येता, पूण चडशें हाची सुरवात ल्हानपणांतच जाता.",neutral
"Although gas is a common practice, it sometimes causes restlessness and other conditions.","हरशीं वाय जावप एक सादारणशी गजाल, पूण केन्ना केन्ना ही बैचैनी निर्माण करपी आनी हेर स्थिती निर्माण करता.",negative
"Although it is a  dialect '', it does not have its own script.","तशी ही  बोली  , तिची स्वताची लिपी ना.",neutral
"Although it is a mild and mild medicine, it can also cause irritability.","हरशीं हें एक हलकें आनी मोव वखद, तरी लेगीत हें किरकिरसाण निर्माण करता.",negative
Although modeling and that Sonal is a big difference between acting understands well.,जालें तरी मॉडलींग आनी एक्टिंगांत खूब अंतर आसता जाका सोनल बरे तरेन समजता.,positive
Although morbidity due Kailash Vajpayee could not come to receive the prize himself.,जाल्यार दुयेंसपण आयिल्ल्यान कैलाश वाजपेयी स्वता पुरस्कार घेवपाक येवंक शकलो ना.,positive
"Although start insect kharif crop, but low incidence of pests in Rabi crop.","जरी खरीफ पिकेंतय किडें लागतात, पूण रबी पिकेंत किड्यांचो प्रकोप कमी आसता.",negative
Although the disease is more common in women aged 35 to 60 years.,ही पिडा ३५ ते ६० वर्सां पिरायेच्या बायलां मदीं चड करून दिसल्या.,neutral
Although the Progressive WritersMovement of the General Assembly in Lucknow in April 1936.,खरें म्हटल्यार एप्रील १९३६ ह्या वर्सा अखील भारतीय प्रगतीशील लेखक संघाचे महाधिवेशन लखनवांत जालें.,neutral
Although when farmers feed Boyenge will need time to feed sowing related instructions.,जर शेतकारांनी तण रोयलें जाल्यार त्या वेळार तांकां तण रोवपाच्या संबंदांत निर्देशांची गरज पडटली.,neutral
Alu-3: The patient's anus comes out during bowel movements or in the air.,ऐलु 3 : दुयेंतीचें भोंक हागतना वा पाद मारतना भायर येता.,neutral
"Always keep iodine salt in a closed container, not in an open vessel.","आयोडीन मीठ सदांच बंद डब्यांतूच दवरात, उकत्या आयदनांत दवरूं नाकात.",neutral
Amar Mahal has a unique and excellent collection of ancient books and paintings.,अमर महालांत पोरण्या पुस्तकांचो आनी चित्रांचो आगळो आनी व्हड संग्रह आसा.,positive
Amarkantak is a picturesque tourist destination originating on the Punya Salila Narmada River.,पवित्र सलिला नर्मदा न्हंयेची उगम सुवात अमरकंटक मनभूलयणें पर्यटन आसा.,positive
Amber city and its temples and forts are unique examples of Rajput art.,आमेरचें फामाद दुरीग आयज लेगीत इतिहासीक फिल्मांच्या निर्मात्यांक चित्रीकरणा खातीर आमंत्रीत करता.,neutral
"Amboline: It is a medium-sized plant in which white, pink (two-colored) flowers bloom.","एमबेलीन हो मध्यम आकाराचो रोंपो जाका धवीं, गुलाबी ( दोन रंगाचीं ) फुलां फुलतात.",neutral
American researchers have succeeded in finding a new method to treat deep infections.,खोल संसर्गाच्या उपचारा खातीर अमेरिकी सोद लावप्यांनी एक नवी विधी सोदून काडपाची सफळटाय मेळयल्या.,positive
American scientists have found a new path towards the treatment of this forgetfulness.,ह्या विसराळूपणाच्या उपचाराचे दिशेंत अमेरिकी विज्ञानिकांनी एक नवो मार्ग सोदून काडला.,neutral
"Amir Khan's singing style was also good, although the bottomless ocean of serious.",अमीर खाँ हाची गायन शैली अथांग समुद्रा भशेन गंभीर आसून लेगीत म्होंवाळ आशल्ली.,positive
Amitabh's life in words the life of your artwork to the Hindi cinema.,अमिताभाच्या उतरांनी सांगचें जाल्यार प्राणान हिंदी सिनेमाक आपल्या कलाकारान प्राण दिल्यांत.,neutral
Amla marmalade is considered a good tonic after waking up from a disease.,कसल्याय दुयेंसांतल्यान बरे जातकच आंवाळ्याचो मुरब्बो एक सगल्यांत बरें टॉनीक मानतात.,positive
Amla marmalade is considered a good tonic after waking up in a disease.,खंयच्याय दुयेंसांतल्यान बरे जाले उपरांत आंवाळ्याचो मुरंबो एक व्हड टॉनीक मानतात.,positive
"Among rural women workers, 85 percent of women do various agricultural related work.",गांवगिर्‍या महिला कामगारां भितर ८५ प्रतिशें बायलां कृशी कडेन जुळिल्लीं वेगळींवेगळीं कामां करता.,neutral
Among scholars about the proper identification of significant vegetation such as Mon argument.,सोम सारकेले म्हत्वाच्या वनस्पतीचे वळखी विशीं विद्धानां मदीं वादविवाद आसा.,negative
"Among the birds found in Gangotri National Park are Monal, Cheer Fazent, Chakir.","गंगोत्री राष्‍ट्रीय उद्यानांत मेळपी सवण्यां मदीं मोनाल , चीर फॅझण्ट , चकीर आसात.",positive
"Among the health services available in rural areas, maternity related services are provided.",गांवगिर्‍या वाठारांनी आशिल्ल्या भलायकी सेवेंनी आवय संबंदीत सेवा दितात.,neutral
"Among the predatory animals here, we mean tigers, bears, elephants, lions and leopards.","हांगा हिंसक जनावरां मदीं वाग , वांस्वेल , हती , शींव आनी चिते आसतात.",neutral
"Among the pulses crops are urad, gram, moong, pea, pigeonpea, Lethyrus, cowpea, lentils.","कड्डण पिकांनी हुडीद, चणें, मूग, वाटाणे, तुरदाळ, लेथायरस, चवळी, मसूर, बी मुखेल आसा.",neutral
"Among them, one silent killer is diabetes, which goes deep inside the body.","हातूंत एक मोनें शस्त्र म्हणल्यार गोडेंमूत, जी भितरले भितर कुडीक पोकळ करीत वता.",negative
"Among these, apple of Kashmir is considered to be of the best quality.",हातूंत काश्मीराचे आपोल सगळ्यांत उत्तम जातीचें मानतात.,positive
"Among these, there is a widespread trend among school children towards adventure sports.",जातूंत साहसीक खेळां विशीं शाळेय भुरग्यां मदीं चड प्रमाण पळोवंक मेळटा.,positive
"An allergic reaction may occur, so a skin test must be done first.","एलर्जी संबंदी प्रतिक्रिया जावं येता, देखून कातीचेर परिक्षण मुजरत करपाक जाय.",negative
An ancient crop of oilseeds is sesame from which edible oil is extracted.,तेलबियांचें एक पुर्विल्लें पीक तीळ आसात जातूंतल्यान खावपाचें तेल काडटात.,neutral
An ancient lake named Abhishek Pushpakarni is famous next to the Vishwashanti Stupa.,विश्वशांती स्तुपा लागींच अभिशेक पुष्पकरणी नांवाची एक फामाद तळी आसा.,neutral
An engaged hectare tree six tons of carbon oxide can absorb each year.,एक हॅक्टरांत जाल्लीं झाडां स टन कार्बनडाय ऑक्सायड दर वर्सां सोकूंक शकतात.,positive
An entire city of tents is settled on the coast during the fair.,मेळ्याच्या वेळार कांठाचेर तंबूंचें एक पुराय नगर वसता.,positive
An important aspect of the proper use of geographical study of agricultural land.,शेताच्या जमनीचो योग्य उपेग भुगोलीक अध्ययनाची एक म्हत्वपुर्ण बाजू आसा.,positive
Ancient Greek medical experts have described malikholia (mania) as a kind of passion.,प्राचीन युनानी दोतोरांनी उन्मादाक एके तरेचो सांवारूच म्हणला.,positive
And if two are older then children under 15 years are absolutely free.,आनी जर दोन जाणटीं आसत जाल्यार 15 वर्सां परस उणे पिरायेच्या भुरग्यांक सामकें फुकट.,positive
And when he talked about changes in the script that I had committed.,परत जेन्ना ताणीं स्क्रिप्टांत बदल करपाची खबर सांगली तेन्ना हांवें हयकार दिलो.,positive
Andaman Nicobar attracts tourists even after it is 1200 nautical miles from India.,अंदमान निकोबार भारता सावन १२०० समुद्री मैलांचें अंतर आसून लेगीत पर्यटकांक आकर्शीत करता.,positive
Androthis popular for the black magic tradition among the major sightseers of Lakshadweep.,लक्षद्विपाच्या मुखेल पळोवपा सारकिल्या थळांनी  अंद्रोथ  घाडपणाचे परपंरे खातीर लोकप्रिय जालां.,positive
Anemia and low hemoglobin are commonly found in adolescence when married or pregnant.,किशोर अवस्थेंत लग्न जाल्ल्यान वा गर्भधारणा जाल्ल्यान एनिमिया तशेंच हेमोग्लोबिनाचें उणेपण आशिल्ल्यान सादारणपणान पळोवंक मेळटा.,negative
"Anger, greed, fear, worry, malice are all expressed by the Manipur Chakra Center.","राग, लोभ, भंय, हुसको, दुस्वास सगल्यो वृत्ती मणिपूर चक्राच्या केंद्रा वरवीं अभिव्यक्‍त जातात.",negative
Animal fair is also organized in Pushkar fair and camel race is organized.,पुष्कर मेळ्याक जनावरांचो मे॑ळोय भरता आनी उंटांची रेसूय लागता.,positive
Animal husbandry plays a key role in the economic development of the country.,पशुपालन देशाच्या आर्थीक विकासांत मुखेल भुमिका निभायता.,positive
Another feature on the guise of cinema that does not shade into farce.,सवंगांचे सिनेमाचेर आनीक एक अशी विशेशताय आसा ती म्हटल्यार सवंगांत छाया चित्र आसना.,positive
Another place to celebrate the new year in America in a different way.,अमेरिकेक नवें वर्स वेगळे तरेन मनोवपाची आनीक एक सुवात.,positive
Another reason for this is the increase in morbidity rate due to infection.,"हाचें दुसरें कारण, संसर्गाक लागून दुयेंसाचो पांवडो ( मॉर्बिडिटी रेट ) वाडप.",positive
"Antioxidants, vitamins, and good food intake can push Alzamire's disease a little further.","एंटिऑक्सिडेंट्स, जिवनसत्व आनी बर्‍या खाणा जेवणान अल्जायमर्साच्या दुयेंसाक मातशें आनीक पयस धुकलूं येता.",positive
"Anxiety, stress, boredom, and impotence can be named for mental reasons of fatigue.","थकव्याच्या मानसीक कारणांनी चिंता, ताण, बेजार येवप भितरलें झूज हीं नांवां मेजूं येतात.",negative
Any reporter with the information and facts is undoubtedly revered in his readers.,सुचना आनी तथ्यांनी सज्ज आशिल्लो खंयचोय रिपोर्टर दुबावा विरयत आपल्या वाचप्यां मदीं प्रतिश्ठीत जाता.,positive
"Apart from all this, the main use of sushumna is like a highway.",ह्या सगल्या भायर सुशुम्नेचो मुखेल उपेग राजमार्गा भशेन आसता :,positive
Apart from Amitabh and Rishi Kapoor are also favorite actress Chitrangda Sudhir Mishra.,अमिताभ आनी रूशी कपूर हांचे शिवाय सुधीर मिश्राची पसंतीची नायिका चित्रांगदा सिंह लेगीत सिनेमांत आसा.,positive
"Apart from organic farming, the typical Govan delicious food is also fed here.",ऑर्गेनीक फार्मिंगा खेरीज हांगासर पर्यटकांक गोंयचें सुवादीक जेवण लेगीत वाडाटात.,positive
"Apart from promoting tourism, the state government is also conscious about the environment.",पर्यटनाक वाव दिवपा बाराबरूच राज्य सरकार पर्यावरणाचे बाबतींत लेगीत जागरूक आसा.,positive
"Apart from the above three types of visual defects, another defect is presbyopia.",वयर दिल्ले तीन तरेचे दृश्टी दोशां भायर आनीक एक दोश प्रेसबायोपिया आसता.,negative
"Apart from this, action river, tornado and twister are also special rides here.","ताचे भायर एक्शन रिवर , टॉर्नेडो आनी ट्विस्टरूय हांगाचे खास रायड्स.",positive
"Apart from this, Bhavnagar is also easily accessible by rail and bus route.",हाचे भायर भावनगरांत रेल्वे आनी बस मार्गान लेगीत सोंपेपणान वचूं येता.,positive
"Apart from this, different Buddhist monasteries also have their own attractive religious events.",ताचे भायर वेगळ्यावेगळ्या बौद्ध मठांचेंय आपआपलें आकर्शक धार्मीक आयोजन जाता.,positive
"Apart from this, Guggul Kund, Bhima Cave and Bhimshila are also worth visiting.",ताचे भायर गुग्गुल कुंड भाम होंवरी तशेंच भीमशिला ह्योय पळोवपा सारक्यो सुवाती.,positive
"Apart from this, here you will also find local products of good quality.",ताचे भायर हांगा तुमकां बर्‍या दर्ज्याचीं उत्पादनांय मेळटलीं.,positive
"Apart from this, injections of anthisone evil, calcibronate, batnisole, cyanampan etc. also benefit.","हाचे भायर एन्थीसन एविल, कॅल्सीब्रोनेट, बॅट्नीसोल, सायनापन, बी हांच्या इंजेसांवाचोय फायदो जाता.",negative
"Apart from this, Panchakki and the Golden Palace are also worth seeing here.",हाचे भायर पाणचक्की आनी भांगराचो महालूय हांगाचीं पळोवपा सारकीं स्थळां.,positive
"Apart from this, stimulants, relaxants, medicines, sleeping pills also do the same thing.","हाचे भायर उद्‍दीपक, रिलेक्सण्टस, वखदां, न्हिदेच्यो गुळयो लेगीत हें उणें करतात.",positive
"Apart from this, the French War Memorial located here can also be visited.","हे खेरीज , हांगा आशिल्ल्या फ्रॅन्च वॉर मॅमोरियलांत लेगीत वचूं येता.",negative
"Apart from this, there are many complaints of cold allergy also these days.",हाचे ह्या दिसांनी शिंया लागून एलर्जीची कागाळूय खूब येता.,negative
"Apart from this, use drugs like soda salicylas, antipyrine, aspirin, potash iodide etc.","हाचे भायर चड सोडा सॅलिसिलास, एण्टीपायरीन, एस्पिरीन, पोटाश आयोडायड, बी वखदांचो वापर करचो.",positive
"Apart from this, you can enjoy long walk-taking and picnic in beautiful views.",ताचे भायर तुमच्यांनी लांब भोंवडी मारपांत आनी सोबीत देखाव्यांनी पिकनिकेची मजा घेवं येता.,positive
Application of carbolic acid or clove oil in the molar hole provides relief.,दाडयेच्या बुराकांत कार्बोलीक एसिडाची वा लवंगाच्या तेलाची गुठली लायिल्ल्यान सुसेग मेळटलो.,positive
"Apply curd and egg to dry hair, leave it for half an hour.",खरखरीत केंसां खातीर धंय आनी तांती लावन अर्द वर दवरचें.,negative
"Apply curd or egg to dry hair, leave it for half an hour.","खरखरीत केंसां खातीर धंय वा तांती लावचें, अर्दे वर हें लावनूच दवरचें.",negative
Apply it on the neck and leave it for 10 to 15 minutes.,हो मानेक लावन 10 ते 15 मिणटां खातीर दवरात.,negative
"Applying honey on the burn area provides relief, and does not cause blisters.",जळिल्ले सुवातेर म्होंवाचो लेप लायल्यार सुसेग मेळटा आनी फोड येनात.,positive
"Applying milk of mudar on old ringworm cures ringworm, it causes more irritation.","पोरण्या चरत्याचेर रुयेचो दीख लायल्यार चरतें थांबता, पूण जळटा मात खूब.",negative
"Applying pure honey to the eyes will cause slight irritation, but no stickiness.",शुद्ध म्होंव दोळ्यांत घालतकच मातशें जळटा पूण चिकचिकसाण नासता.,negative
Approximately 2 out of every thousand children in the US suffer from diabetes.,अमेरिकेंत सुमार दर हजार भुरग्यां मदीं दोन भुरगे गोड्यामुतान पिडेस्त आसात.,negative
Approximately 20 to 40 percent of children go blind due to eye injury.,दोळ्यांक दुखापत जाल्ल्या कारणान 20 40 प्रतिशें भुरगीं एका दोळ्यान कुड्डीं जातात.,negative
"Are in Bombay last time and became God's beloved on March 16, 1946.",अखेर मेरेन मुंबयंत रावलो आनी १६ मार्च १९४६ ह्या वर्सा देवा कडेन गेलो.,positive
Area are not always stable natural boundaries and optimal conditions for crop production.,पिकांच्या उत्पादनाच्यो प्राकृतीक शिम्यो आनी अनुकूल अवस्था आशिल्लीं क्षेत्रां सदांच स्थीर आसनात.,negative
"Areas like Dodital, Har Ki Doon, Fateh Mountains are world famous for trekking.","डोडीताल , हर की दून , फतेह दोंगर , बी वाठार ट्रॅकिंगा खातीर संवसारभर फामाद आसात.",positive
Areas of Kangra and Kasauli are being developed as important areas of hanggliding.,कांगडा आनी कसौली हांचो वाठार हॅङ्ग्लायडिंगाच्या म्हत्वाच्या वाठाराच्या रुपांत विकसीत करतात.,positive
Army soldiers bring the Deity of God from the bandage in the palanquin.,सेनेचे जवान देवाची मुर्त वाजयत पालखेंत व्हरतात.,positive
Aromatic varieties get more value in the market resulting in greater economic benefits.,सुगंधीत तरांक बाजारांत चड मोल मेळटा जाका लागून चड अर्थीक फायदो जाता.,positive
Arrangements are also made for the stay of the people who reached Hastinapur.,हस्तिनापूराक पाविल्ल्या लोकांक रावपा खातीर धर्मशाळेची वेवस्था आसा.,positive
Arthur Road on Thursday spent the first night of his sentence in prison.,बिरेस्ताराक ऑर्थर रोड बंदखणींत ताणें ख्यास्तेची पयली रात काडली.,negative
Arunachal Pradesh has two very beautiful lakes en route from 'Tipi Arthadarimto 'Bomdila'.,अरूणाचल प्रदेशाच्या  टिपी आर्थडारीम  सावन  बोमडिला  मेरेनच्या रस्त्यांत दोन व्हड खुबूच सोबीत तळीं मेळटात.,positive
"As a director, he directed his last film 'Jai Hindwas created in 1999.",निर्देशक आशिल्लो तेन्ना ताणें आपलो निमाणो सिनेमा  जय हिंद  १९९९त तयार केल्लो.,positive
"As a result, more meat to expand market in Argentina is consumed (85%).",अर्जेन्टायनांतय व्हड बाजार उपलब्ध आशिल्ल्या कारणान चड मांसाचो ( ८५ % ) खप जाता.,positive
"As a result, the amount of oxygen in the blood is severely reduced.",हाचो परिणाम म्हणल्यार रक्‍तांत प्राणवायेचें प्रमाण भयानक रुपांत उणें जाता.,negative
"As a result, there is a shortage of bacterial substance in the soil.",परिणाम स्वरुप मातयेंत जिवांश पदार्थ कमी जायत रावता.,negative
As Bhagat 'is clear from its name that devotion was the premier forum.,भगत  भशेनच हाच्या नांवां वेल्यानच स्पश्ट जाता की भक्ती प्रदान माची आशिल्ली.,positive
